logo,program title,area of study,credit for prior learning,program desc,accreditation,career outlook,admission requirements,dates and deadlines,tuition and fees,program level,total hours,projected cost,university
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Commerce,Education,TRUE,Est excepturi consequatur. Minus ad qui. Sed porro sunt.,XRP,Ad vel facilis. Nulla fugit sunt. Dolor dolor eum.,A consectetur earum. Sint voluptatem dolores. Eum et sapiente.,Application Deadline: 2019-03-30 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $247,No schooling completed,10,"$3,197 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Information Systems,FALSE,Enim facilis aut. Quia ea laboriosam. Atque nisi blanditiis.,ETH,Atque veniam et. Sit vero et. Rem non consectetur.,Animi doloremque aperiam. Perspiciatis molestias omnis. Totam earum ea.,Application Deadline: 2019-04-03 | 25 Days Until Classes Begin!,Projected Per Credit Hour Cost: $285,Some college,114,"$18,476 ",East Georgia State College
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Information Systems,Commerce,TRUE,Nihil occaecati aliquam. Illo in suscipit. Dolorum est consequuntur.,BTC,Mollitia et velit. Est veritatis ut. Aut perspiciatis minima.,Iusto non asperiores. Id impedit eligendi. Sunt eligendi qui.,Application Deadline: 2019-03-29 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $119,Master's degree,108,"$16,859 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Arts,FALSE,Iste perspiciatis dolorem. Quia modi saepe. Maxime sunt temporibus.,ETH,Harum ratione quibusdam. Consequuntur sint aut. Ut debitis magni.,Et autem omnis. Veritatis sequi est. Qui quibusdam perferendis.,Application Deadline: 2019-04-09 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $293,Regular high school diploma,60,"$14,009 ",Georgia Highlands College
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Information Systems,Biomedical Science,TRUE,Aut fugiat esse. Magni aut nihil. Voluptate nulla voluptas.,LTC,Voluptas sit repellat. Placeat qui magni. Laudantium est animi.,Totam dicta provident. Ipsam nihil et. Expedita sapiente eos.,Application Deadline: 2019-03-30 | 9 Days Until Classes Begin!,Projected Per Credit Hour Cost: $382,GED or alternative credential,96,"$16,113 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Medicine,Creative Arts,TRUE,Similique dolorem aut. Ut consequuntur mollitia. Saepe labore totam.,BTC,Natus maxime non. Iure sint aut. Officiis animi error.,Ipsam impedit voluptas. Sed ex reiciendis. Eum ex voluptatem.,Application Deadline: 2019-04-06 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $102,Regular high school diploma,42,"$8,541 ",University of North Georgia
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Arts,Nursing,TRUE,Eos doloremque sed. Dolore porro consequatur. Nostrum consectetur voluptas.,DASH,Debitis doloribus consectetur. Cum eos aspernatur. Est exercitationem provident.,Est accusantium aspernatur. Ut ducimus dolorem. Dolores qui id.,Application Deadline: 2019-04-13 | 21 Days Until Classes Begin!,Projected Per Credit Hour Cost: $303,Nursery school,23,"$6,845 ",Kennesaw State University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Engineering,Commerce,TRUE,Saepe consectetur rem. Fugit voluptatem qui. Numquam fugiat corrupti.,BTC,Et expedita reiciendis. Amet quia sint. Veritatis eos sed.,Distinctio quo sunt. Qui earum cum. Quia repudiandae sit.,Application Deadline: 2019-04-03 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $366,Bachelor's degree,80,"$14,090 ",Kennesaw State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Medicine,Forensic Science,TRUE,Molestiae et autem. Itaque qui et. Molestias distinctio soluta.,BTC,Et est natus. Ratione exercitationem dolor. Et expedita necessitatibus.,Porro aperiam quas. Fugiat ut dolorem. Nam iure ipsa.,Application Deadline: 2019-03-30 | 0 Days Until Classes Begin!,Projected Per Credit Hour Cost: $100,12th grade - No Diploma,48,$220 ,Kennesaw State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Engineering,Forensic Science,FALSE,Quo qui in. Omnis soluta repudiandae. Consectetur corrupti voluptate.,DASH,Qui quidem vitae. Atque quae nihil. Cumque placeat velit.,Sed aliquam recusandae. Aperiam provident qui. Consequatur adipisci esse.,Application Deadline: 2019-03-31 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $361,Some college,52,"$11,009 ",University of North Georgia
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Criminology,Medicine,TRUE,Architecto ut ut. Et consequatur est. Veritatis et voluptatem.,XRP,Ea quo ut. Laboriosam dicta eum. Nemo unde voluptatem.,Quia quaerat non. Velit sed id. Inventore quod officiis.,Application Deadline: 2019-03-29 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $138,12th grade - No Diploma,13,"$10,163 ",Clayton State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Nursing,Biomedical Science,TRUE,Autem aut inventore. Quo eligendi recusandae. Natus in enim.,DASH,Consequatur et excepturi. Tempora et sint. Quae dicta error.,Maxime quam consequatur. Aut facere voluptates. Cum molestias ut.,Application Deadline: 2019-04-04 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $23,Some college,89,"$6,378 ",Dalton State College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Architectural Technology,Computer Science,TRUE,Doloremque adipisci sint. Ullam non aut. Earum maiores quae.,DASH,Nisi odio quia. Est dolorem architecto. Voluptatem velit ea.,Velit id et. Itaque et ipsa. Optio vel quam.,Application Deadline: 2019-03-31 | 20 Days Until Classes Begin!,Projected Per Credit Hour Cost: $161,12th grade - No Diploma,46,"$12,659 ",Kennesaw State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Psychology,FALSE,Harum minus distinctio. Dolores maiores enim. Reiciendis quia exercitationem.,ETH,Cum corrupti eum. Tenetur dolorem voluptatibus. Quos in est.,Omnis sed doloremque. Quia commodi reprehenderit. Eveniet doloribus iusto.,Application Deadline: 2019-03-29 | 17 Days Until Classes Begin!,Projected Per Credit Hour Cost: $363,Associate's degree,70,"$12,104 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Psychology,TRUE,Nulla possimus ex. Vel animi aut. Odit incidunt dolores.,ETH,Quis dolor qui. Quam beatae harum. Dolor quasi error.,Id ut nam. Necessitatibus laudantium voluptates. Facilis non ut.,Application Deadline: 2019-04-10 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $334,Associate's degree,82,"$6,885 ",Georgia State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Law,Biomedical Science,TRUE,Animi provident autem. Ut ipsa porro. Qui sit voluptatem.,LTC,Voluptates tempora ea. Nobis assumenda necessitatibus. Aut labore veniam.,Molestiae ut tenetur. Perferendis quisquam molestias. Veniam et nobis.,Application Deadline: 2019-03-31 | 25 Days Until Classes Begin!,Projected Per Credit Hour Cost: $392,12th grade - No Diploma,13,"$17,578 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Architectural Technology,TRUE,Voluptatem quam est. Neque adipisci et. Rerum quod architecto.,BTC,Iure eaque ut. Saepe velit sed. Error tempora nihil.,Porro quisquam fugiat. Sed est non. Omnis est libero.,Application Deadline: 2019-04-07 | 24 Days Until Classes Begin!,Projected Per Credit Hour Cost: $345,Grade 1 though 11,91,"$7,330 ",Georgia College and State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Health Science,Criminology,FALSE,Ut molestiae non. Aut reprehenderit quia. Nihil eaque corporis.,XRP,Distinctio aut sit. Reiciendis asperiores tenetur. Molestias neque quaerat.,Sit eum soluta. Doloribus minima qui. Sit repellat asperiores.,Application Deadline: 2019-04-06 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $156,No schooling completed,96,"$15,002 ",University of North Georgia
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Medicine,Medicine,TRUE,Earum voluptas omnis. Aut architecto sunt. Autem sint omnis.,LTC,Ea quia quaerat. Pariatur id veniam. Dicta dignissimos autem.,Rem vel veniam. Qui earum sapiente. Architecto aliquam asperiores.,Application Deadline: 2019-04-06 | 8 Days Until Classes Begin!,Projected Per Credit Hour Cost: $5,Kindergarten,88,"$18,753 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Applied Science (Psychology),TRUE,Earum et facere. Et hic ea. Commodi nobis dignissimos.,DASH,Neque voluptatum reprehenderit. Vel possimus facere. Quos quia delectus.,Praesentium minus harum. Itaque dignissimos amet. Nostrum consectetur facilis.,Application Deadline: 2019-03-29 | 12 Days Until Classes Begin!,Projected Per Credit Hour Cost: $140,Regular high school diploma,73,"$9,223 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Architectural Technology,Computer Science,TRUE,Quia voluptas tempora. Ipsum fugit ducimus. Blanditiis earum est.,DASH,Aut optio cupiditate. Aut iure eveniet. Voluptas molestiae fugit.,Debitis qui aliquam. Harum labore quis. Cum minima consequatur.,Application Deadline: 2019-03-30 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $153,Grade 1 though 11,54,"$15,874 ",Georgia Southern University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Forensic Science,Arts,TRUE,Necessitatibus nam cumque. Dicta delectus recusandae. Dolore vitae aut.,DASH,Voluptatem deleniti nostrum. Officia ipsum voluptatum. Enim voluptatem nesciunt.,Sed cumque ea. Quia omnis ut. Et rerum error.,Application Deadline: 2019-04-03 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $379,Associate's degree,12,"$19,710 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Architectural Technology,TRUE,Non sunt neque. Doloribus cum eum. Dolores velit sed.,BTC,Ipsam consectetur tenetur. Autem nulla reprehenderit. Non quas quidem.,Minus expedita hic. Provident ea assumenda. Quidem quis earum.,Application Deadline: 2019-03-30 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $387,Kindergarten,41,"$7,555 ",Georgia Highlands College
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Communications,Nursing,TRUE,Sapiente sunt ad. Est quia nemo. Et voluptas beatae.,ETH,Natus sapiente aut. Eius sed repellat. Ipsa non ullam.,Possimus est quod. Ut debitis nihil. Exercitationem incidunt modi.,Application Deadline: 2019-03-31 | 14 Days Until Classes Begin!,Projected Per Credit Hour Cost: $263,Professional degree,106,"$1,450 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Psychology,Nursing,TRUE,Molestiae rerum itaque. Sint quae ratione. Ea architecto libero.,XRP,Consequuntur architecto consequatur. Ex non ut. Molestiae sed illo.,Ab odit debitis. Quibusdam doloribus ullam. Fugiat voluptas amet.,Application Deadline: 2019-03-30 | 25 Days Until Classes Begin!,Projected Per Credit Hour Cost: $341,Grade 1 though 11,33,"$14,832 ",Georgia College and State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Engineering,Health Science,FALSE,Praesentium dolore eos. Est esse voluptatem. Ut eaque accusantium.,ETH,Ipsa aut rerum. Esse laudantium iure. Quia est suscipit.,Consectetur repellat similique. Est hic assumenda. Eum placeat tempora.,Application Deadline: 2019-03-30 | 6 Days Until Classes Begin!,Projected Per Credit Hour Cost: $331,Grade 1 though 11,21,"$4,646 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Design,Teaching,TRUE,Nisi fugit et. Sapiente ut perferendis. Atque animi placeat.,DASH,Nesciunt praesentium autem. Quia optio quod. Accusamus vel sunt.,Rerum aut incidunt. Aspernatur nobis saepe. Culpa delectus optio.,Application Deadline: 2019-04-10 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $230,Associate's degree,83,"$12,840 ",Clayton State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Information Systems,Applied Science (Psychology),TRUE,Rerum voluptas quis. Qui maiores et. Et fugit minus.,ETH,Porro qui similique. Et rerum assumenda. Illum ipsum totam.,Et repudiandae dolorem. Inventore dolor fugiat. Harum sed eligendi.,Application Deadline: 2019-03-30 | 27 Days Until Classes Begin!,Projected Per Credit Hour Cost: $336,12th grade - No Diploma,63,"$12,719 ",Georgia Southern University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Information Systems,Nursing,TRUE,Ut aliquam quia. Vel aut quia. Sapiente quis alias.,XRP,Mollitia laudantium sunt. Consequatur delectus similique. Tenetur iure quos.,Est reiciendis accusantium. Ex ut illum. Exercitationem consequuntur adipisci.,Application Deadline: 2019-04-09 | 19 Days Until Classes Begin!,Projected Per Credit Hour Cost: $345,Master's degree,17,"$11,276 ",Middle Georgia State University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Arts,Arts,FALSE,Exercitationem ipsa nam. A eum quia. Pariatur sequi ut.,XRP,Deleniti eligendi sit. Rerum mollitia libero. Explicabo porro sint.,Quia saepe aspernatur. Nihil vero et. Eaque quam nesciunt.,Application Deadline: 2019-03-29 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $41,Kindergarten,116,"$10,894 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Forensic Science,FALSE,Tempora dolorem debitis. Nihil iusto eum. Aut eveniet eligendi.,XRP,Doloremque itaque et. Delectus sunt molestiae. Blanditiis ipsum corrupti.,Eos labore vel. Dolores quia qui. Corrupti excepturi odio.,Application Deadline: 2019-04-02 | 6 Days Until Classes Begin!,Projected Per Credit Hour Cost: $370,Some college,107,"$16,032 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Criminology,Biomedical Science,TRUE,Fuga quam sed. Consequuntur cum expedita. Id vel molestias.,ETH,Autem molestiae officiis. Cupiditate tempora sapiente. Libero ipsum nostrum.,Voluptatibus repellat nam. Ipsum reprehenderit veritatis. Non quo iure.,Application Deadline: 2019-04-07 | 8 Days Until Classes Begin!,Projected Per Credit Hour Cost: $293,Nursery school,96,"$18,832 ",University of Georgia
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Forensic Science,Architectural Technology,FALSE,Laudantium ullam autem. Modi odio provident. Similique eos iste.,ETH,Et odit necessitatibus. Qui soluta vero. Repellat nemo unde.,Ducimus reiciendis at. Repudiandae quasi commodi. Delectus eaque iure.,Application Deadline: 2019-04-04 | 24 Days Until Classes Begin!,Projected Per Credit Hour Cost: $275,GED or alternative credential,71,"$10,422 ",Clayton State University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Psychology,FALSE,Iste odit quo. Harum quaerat tempora. Impedit aut temporibus.,BTC,Aut ut ad. Et inventore impedit. Omnis et eaque.,Iure qui nobis. Ipsum dolorem veniam. Non repudiandae ducimus.,Application Deadline: 2019-03-29 | 25 Days Until Classes Begin!,Projected Per Credit Hour Cost: $370,Some college,76,"$5,972 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Communications,Commerce,TRUE,Et deleniti voluptatibus. Inventore voluptas dignissimos. Neque enim ea.,ETH,Sint quaerat nihil. Itaque cupiditate nihil. Illo autem quaerat.,Eligendi non ratione. Itaque natus unde. In nulla quis.,Application Deadline: 2019-03-31 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $393,GED or alternative credential,64,"$7,739 ",University of Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Information Systems,Biological Science,FALSE,Asperiores et omnis. Aliquid iusto libero. Voluptas autem sint.,XRP,Velit rerum ipsam. Iusto qui unde. Nobis consequatur harum.,Voluptas ullam totam. Rerum unde alias. Optio reiciendis non.,Application Deadline: 2019-04-01 | 34 Days Until Classes Begin!,Projected Per Credit Hour Cost: $16,Professional degree,135,"$10,174 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Health Science,Commerce,FALSE,Commodi fuga aliquam. Quae odit itaque. Ducimus aut velit.,ETH,Odit alias excepturi. Adipisci in magnam. Consequuntur asperiores eveniet.,Et repellat expedita. Esse quam voluptatibus. Aspernatur itaque sit.,Application Deadline: 2019-03-30 | 17 Days Until Classes Begin!,Projected Per Credit Hour Cost: $205,12th grade - No Diploma,116,"$12,596 ",University of North Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Information Systems,Criminology,FALSE,Exercitationem tempore odio. Dicta laborum optio. Ut commodi molestiae.,XRP,Molestiae veniam et. Aspernatur veniam non. Id iure omnis.,Qui et nostrum. Rerum accusamus minima. Aut tempora error.,Application Deadline: 2019-03-29 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $354,No schooling completed,97,"$8,818 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Design,Business,TRUE,Voluptates modi consectetur. Aliquid distinctio voluptas. Pariatur vel enim.,XRP,Tempora sint aut. Est blanditiis modi. Magnam est libero.,Eligendi voluptatem maxime. Et mollitia doloribus. Ea quia eos.,Application Deadline: 2019-03-29 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $97,No schooling completed,111,"$4,079 ",Georgia College and State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Communications,Teaching,TRUE,Minus officia harum. Et occaecati non. Adipisci in dolorem.,BTC,Inventore perferendis voluptatibus. Voluptatibus nisi consequatur. Aut cumque odit.,Porro omnis dicta. Inventore explicabo nisi. A error fugiat.,Application Deadline: 2019-03-30 | 31 Days Until Classes Begin!,Projected Per Credit Hour Cost: $86,12th grade - No Diploma,9,"$1,709 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biological Science,Health Science,TRUE,Ducimus qui qui. Minus maiores molestiae. Est dolores neque.,LTC,Molestias ut et. Delectus laudantium earum. Laborum voluptatum aut.,Accusantium possimus adipisci. Cumque nihil et. Consequatur enim et.,Application Deadline: 2019-04-04 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $248,Regular high school diploma,17,"$5,059 ",South Georgia State College
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Law,FALSE,Debitis sint explicabo. Quia aut recusandae. Sequi in qui.,BTC,Vero non accusantium. Vel inventore et. Ullam soluta saepe.,Et amet assumenda. Fugit sed voluptatem. Aspernatur amet voluptas.,Application Deadline: 2019-03-29 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $105,Associate's degree,133,"$13,968 ",Georgia Southern University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Computer Science,Psychology,TRUE,Consequuntur qui rerum. Quae aut id. Quia rem nam.,XRP,Sed et mollitia. Non dolor sint. Provident ducimus id.,Quod explicabo eius. Officiis accusantium asperiores. Odio praesentium quod.,Application Deadline: 2019-03-28 | 30 Days Until Classes Begin!,Projected Per Credit Hour Cost: $256,Master's degree,137,"$8,988 ",College of Coastal Georgia
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Arts,Education,FALSE,Est quis quasi. Qui omnis suscipit. Quaerat ut distinctio.,ETH,Debitis temporibus sunt. Amet rerum optio. Molestias est sapiente.,Nisi dolore aut. Alias aut consectetur. Ut itaque maxime.,Application Deadline: 2019-03-31 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $162,Master's degree,55,"$6,565 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Education,Psychology,TRUE,Est alias quisquam. Mollitia similique libero. Dolor corrupti facilis.,LTC,Voluptatibus voluptas est. Et quibusdam beatae. Et laboriosam animi.,Iusto dolor totam. Hic est et. Praesentium error ut.,Application Deadline: 2019-04-03 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $65,12th grade - No Diploma,41,"$7,016 ",Albany State University
